# c_A,c_B,theta,theta_K
4.019904200253256121e+00,8.467470590653009666e+00,1.281767632558979244e+02,1.384574683289567929e+02
4.723178131478393382e+00,4.039474183755572767e+00,1.295641700323311341e+02,1.146935230536353316e+02
4.478775552029090612e+00,7.508079742346990493e+00,1.285710668038796030e+02,1.307145465072802892e+02
7.285586094902701149e+00,5.130630431653668388e+00,1.315180160702474836e+02,1.276909706620482439e+02
4.457029103482136989e+00,6.268120011842645667e+00,1.359687345044737299e+02,1.127093331763276325e+02
3.194270165710803244e+00,6.479392714265705955e+00,1.147631727718343768e+02,1.095714743050270101e+02
5.064245749631705706e+00,3.346858387029951754e+00,1.042885176781500149e+02,9.911003730859211203e+01
6.640035716931786069e+00,3.151915765100416600e+00,1.237831477115378505e+02,1.051953316254240605e+02
8.431257385665727355e+00,2.255157603323346471e+00,1.104109197635801678e+02,9.645515450590590945e+01
8.353140418838238546e+00,5.174185798203391196e-01,1.052377133448983670e+02,1.221713437961127795e+02
2.464653775615486264e+00,1.261617269366896110e+00,1.253355127274811878e+02,1.023763097856929107e+02
8.361100464849434033e+00,7.875653379288434230e+00,1.293122279447509300e+02,1.228785811190076345e+02
7.915946119384708268e+00,5.435939942223006582e+00,1.277085608885186758e+02,1.136374515374817520e+02
9.761598982557724291e-01,1.820989998072509497e+00,1.384069341689182977e+02,1.014463635836415278e+02
7.960507101307259248e+00,6.733127031377340366e+00,1.049061685164543576e+02,9.926961126680853909e+01
9.710535905014584301e+00,1.772621444036129867e+00,1.390836681989573549e+02,1.283528125952001631e+02
5.128095626614284086e+00,5.004957385037727136e+00,1.123045928958651984e+02,1.164556022303147671e+02
1.941594109677481361e+00,2.001662775653859416e+00,1.104750573490265992e+02,1.101876164728115981e+02
1.545962124919688652e+00,3.390809245366748215e+00,1.388540512585283579e+02,1.014429630845790768e+02
4.718253918723683604e+00,4.268143149433202943e+00,1.049883297589363451e+02,1.262571355967161537e+02
4.819847452169531365e+00,7.187378945302786981e+00,1.384474088906064537e+02,1.383532955872981915e+02
2.774485209566179389e+00,8.184476861468336750e+00,1.323735756902620437e+02,9.945988886020072073e+01
2.388333509548917100e+00,1.453662980201945398e+00,1.014275481759680133e+02,9.846728367029848528e+01
1.000532765700310911e+00,3.380895357100772158e-01,1.371961281858286270e+02,1.243507524099707098e+02
2.787988027348124564e+00,2.526797570569263129e+00,1.040664428735224618e+02,1.211035511373635956e+02
9.444279920965726660e+00,9.682319411950114585e+00,1.319529900284260862e+02,1.098621415002704538e+02
8.921392012219236278e+00,6.406354419203164063e+00,1.308061177241314113e+02,1.284847952634817148e+02
9.620684420179819174e-01,5.533434365245279096e+00,1.072201163050885100e+02,1.156901497709205557e+02
1.802119115967422136e+00,8.844231241138750477e+00,1.356822264589969791e+02,1.276631085951779028e+02
5.864546591763859062e+00,6.341438713893603030e+00,1.231573558569500335e+02,1.290784188932959751e+02
4.100221221493159263e+00,3.866182574747287770e-01,1.208256506958770871e+02,1.140678709088620337e+02
6.444172173679943327e+00,2.896452460337380241e+00,1.315751393562266571e+02,1.168086429473928121e+02
7.014576484008171242e+00,2.936470104473344112e+00,1.177444619337833558e+02,1.067618831986490449e+02
1.934444172343104285e+00,4.814504739536460853e+00,1.162891639613092138e+02,1.251366782491324869e+02
2.803626961545134577e+00,7.138400660235589612e+00,1.348012674318562176e+02,1.094475586679491101e+02
4.688943996400741221e-01,1.246177500272491745e+00,1.270106206940601083e+02,9.590387948401136953e+01
9.518958791641528805e+00,2.880482762747627934e+00,1.166903874476232659e+02,1.139477328836313035e+02
3.237500171526976001e+00,4.418064602080128189e+00,1.145947114013173262e+02,1.058660350410680167e+02
5.814933665827518361e+00,6.179854334502574709e+00,1.261197979141499843e+02,1.300810955436509175e+02
9.004414359518300159e+00,3.469302939808652786e-01,1.130887070225927573e+02,1.100613977604025138e+02
9.244085529269650436e+00,1.032340571888198832e+00,1.096412669622949636e+02,1.262031954053854719e+02
3.444343170454495784e-01,9.168334053681082008e-01,1.009798843703143092e+02,1.345388218032136649e+02
7.337557950613848412e+00,3.518608743744583212e+00,1.309241518130768895e+02,1.115074397159986148e+02
2.048637962348049513e+00,6.787003448130771943e+00,1.250631513034764168e+02,1.255253301711046419e+02
5.264318319190180340e+00,9.643345278403485210e+00,1.391417289445849406e+02,9.963908227082004032e+01
3.458299363554285244e-01,3.296556905436071716e+00,1.035869187914044716e+02,1.266312789811015023e+02
3.324650177305850107e+00,4.735808071884424209e+00,1.212541999453188737e+02,1.044904608842829674e+02
6.656479354109085200e+00,3.571183545079049004e+00,1.174236739145066366e+02,1.383792418954130881e+02
5.765453493708447397e+00,3.475553183771638022e+00,1.310024707310755900e+02,1.114594733840331742e+02
3.335201048854480543e+00,2.871679428337126083e+00,1.053367709646834527e+02,9.798228086302505346e+01
6.169296107424178111e-01,3.175648139889533983e+00,1.044939289047447488e+02,1.341234626803289700e+02
5.540980435836937446e+00,9.365846920637055817e+00,1.219682023265539499e+02,1.147080489600805890e+02
7.301698592496294715e+00,1.962008342406927008e+00,1.373944409870243817e+02,1.351250870028374607e+02
1.280615336440643404e+00,6.834625453190703581e+00,1.252117228827865603e+02,1.156910816073074670e+02
8.260772187025574809e+00,4.237882362210625864e+00,1.137906293352181848e+02,9.650901185891606815e+01
1.703138614581786392e+00,6.065329066174719230e+00,1.299750910419970182e+02,1.164217152426520983e+02
7.770080989539588145e+00,7.806682202006500759e-01,1.155424534419262557e+02,1.374155586238100284e+02
5.640892221986248956e+00,6.388791203765479487e+00,1.133034113310403086e+02,1.013473542688706033e+02
1.916137871754197919e+00,3.935972146119474768e+00,1.209006346191408028e+02,1.304130148163369256e+02
7.499200393963987743e+00,5.394623275286843267e+00,1.119921524990353703e+02,1.284294309455232224e+02
8.948311599452848597e+00,2.080011362861375446e+00,1.397160380156788619e+02,1.307865514924740467e+02
3.396821204185807019e+00,6.765643609149074145e+00,1.092427875944422055e+02,1.185040053034171592e+02
8.011522870496531112e+00,3.679029867886894234e+00,1.035326025890935142e+02,1.388399277207589080e+02
5.057324271237105151e+00,3.702051878763564119e+00,1.046052514412058940e+02,9.516232541740956208e+01
7.914070638334814056e+00,6.491113558377316295e+00,1.259010202205366369e+02,9.569940003774753734e+01
8.939522543410838296e+00,7.511727980038789276e+00,1.223449675712148803e+02,1.307897142834530655e+02
2.888582948410807205e+00,9.011594132262342072e+00,1.175771486309601528e+02,1.327076188684598321e+02
2.188377895470086543e+00,5.698709409235263479e+00,1.130106913574869623e+02,1.378861582718681973e+02
4.956856771168111742e+00,5.536118174979147710e+00,1.378942310793146930e+02,1.133988361758422343e+02
2.863459640112788751e+00,1.925198525763378132e+00,1.362742873472683982e+02,1.281730934931991897e+02
6.004060633381369527e+00,9.736772054372604401e+00,1.020016490281809638e+02,1.181812881990747144e+02
4.090208118910543256e+00,7.727693479547295574e+00,1.104300800341521978e+02,1.332045100879078063e+02
6.099833248695173182e+00,8.721558801400409067e+00,1.320805318321440041e+02,1.310086426317004964e+02
7.711795911861766051e+00,9.242294187318375265e+00,1.332456161615453425e+02,1.287483628119532852e+02
5.038560571214274475e+00,1.589077955399155417e+00,1.210741615998814780e+02,1.138426015367636523e+02
1.672707783974660911e+00,3.910687178759586047e+00,1.058863140437686212e+02,1.007060202344001567e+02
4.725599410296906555e+00,1.842623599409748403e+00,1.232085821488925319e+02,1.087749028002025540e+02
4.694082367397533595e+00,4.911575817593991644e+00,1.241038060685759490e+02,1.200938964347277818e+02
2.296141919896646844e+00,8.634281393325581533e+00,1.216004015344248756e+02,1.098135528560181200e+02
6.235324754880970488e+00,6.753205996487293916e+00,1.130771468665720363e+02,1.183834934516568040e+02
1.010139172409923791e+00,9.516321040770804984e+00,1.079893886478292444e+02,1.009355886023087550e+02
3.315213980967641749e+00,7.004813713077131965e+00,1.109876328455489869e+02,1.033250108326078731e+02
2.553792645809010331e+00,5.192604796032590286e+00,1.162428948659040060e+02,1.113020372066380475e+02
4.592591369750445018e+00,2.156967980646919081e+00,1.058123625123351559e+02,1.029843530871536501e+02
4.686774722155941930e+00,6.116564721930989990e+00,1.035142286745166444e+02,9.589437328030996355e+01
5.109506770095003425e+00,1.429711895089613494e+00,1.159487557468561931e+02,1.260483654902485853e+02
5.306323025781006564e+00,2.094373318837368103e+00,1.281722974569485132e+02,1.353916024715527726e+02
1.921129183466425250e+00,8.184051326934184800e+00,1.015969798382797791e+02,1.165749465291665672e+02
1.178821110753841772e+00,1.635707868756568262e+00,1.302195161753106447e+02,1.394363268557624167e+02
3.411523060454109135e+00,4.487811612291369379e+00,1.206655050131211340e+02,1.321471769480513672e+02
1.064326913773422589e+00,9.068110047744147195e+00,1.219089251692167437e+02,1.071770834374320458e+02
2.866958286623377372e+00,5.149150081722571048e-01,1.151349421391697945e+02,1.274815848088010171e+02
5.354191245975359337e+00,5.760372511850005317e+00,1.176498886930687462e+02,1.196389141397872748e+02
2.684756255346248288e+00,4.621678083445062590e+00,1.057406640383574938e+02,1.064759285033359646e+02
4.782402426650442240e-01,1.820272771453835814e+00,1.066289985847423338e+02,1.085648041366048631e+02
5.667129500052477731e+00,7.206245512503497430e+00,1.292436445982480961e+02,1.312994204468079715e+02
7.109611725583276254e+00,3.077886813814886047e+00,1.262376372868864678e+02,1.092005890178452319e+02
6.913074846294688491e+00,2.548818119468478471e+00,1.171046291267786614e+02,1.111501004447509615e+02
8.358775287860433778e+00,3.160729873697083470e+00,1.212985100323880943e+02,1.116632247781750493e+02
8.844301025486696943e+00,1.123581249421042649e+00,1.204826140911357726e+02,1.121277797737090225e+02
5.304083043392082253e+00,6.040305790591028234e+00,1.010358792734206332e+02,1.186690454885453789e+02
6.017044766518225174e+00,3.369536079128231165e+00,1.251082170594618503e+02,1.121219801107327925e+02
6.483444045204826978e+00,7.351478266084896518e+00,1.396526144473093609e+02,1.312843827480834307e+02
2.078790040881714596e+00,3.149645573719626501e+00,1.130603301139363737e+02,1.124484378436686427e+02
3.589835600424382545e+00,1.790309003443027569e+00,1.087099713033202875e+02,1.266262890652091500e+02
4.659073363216395869e+00,5.616726757746787868e+00,1.279250451239488910e+02,9.518389223065348403e+01
2.666820636030968306e+00,4.432762780565761673e+00,1.168147967707910766e+02,1.031039041213650052e+02
4.432094610386129396e+00,1.806820891915818406e+00,1.216676482369863521e+02,1.259232347445898057e+02
1.225222238985966383e+00,6.084104534657492458e+00,1.161743826894138465e+02,1.123953967810797252e+02
9.622155101736719729e+00,3.529039761569678468e+00,1.149675002763531921e+02,1.133969724648813866e+02
2.205808529192244016e+00,1.979488469564590014e+00,1.270369279869703973e+02,1.253248427928120350e+02
9.607437285349632816e+00,7.587158913329994370e+00,1.225698804187643276e+02,1.287028722884538467e+02
6.691320602265435902e+00,3.824256884499467990e+00,1.387895168476603658e+02,1.217754296716510964e+02
7.456193786491279063e+00,4.009429327653151631e+00,1.227629387418580791e+02,1.246901253470095270e+02
6.629767110300472943e+00,7.877139968796319280e+00,1.057123553539695848e+02,1.203715283156778071e+02
4.616434106838008589e+00,3.342063219147677899e-01,1.084073736742928702e+02,1.108404382047753245e+02
5.554790081723663064e+00,6.235270975731960874e+00,1.247444155715490410e+02,1.253868936793063398e+02
2.527460248379099106e+00,5.719228130008014332e+00,1.357532175402784276e+02,9.944569896839259115e+01
8.658259530858099851e+00,5.794593827740015968e+00,1.205976155640196765e+02,1.360835394963805243e+02
6.689046041668320619e+00,4.282548342676706810e+00,1.284198915950939863e+02,9.895709750029030261e+01
5.868164900654151417e+00,9.385349929189427343e+00,1.030731256532324380e+02,1.146451920357432783e+02
1.421330312396270390e+00,3.615261049508700975e+00,1.190367771806930079e+02,1.307093659976245306e+02
7.117697856247753307e-01,2.236944213451999453e+00,1.161948352990138602e+02,1.230344894773038931e+02
3.155060143245134618e+00,7.863819459239421938e+00,1.318892474377367989e+02,1.182502451047000989e+02
5.479015457913328113e+00,4.906079573327297716e+00,1.110733708274003249e+02,1.398180819821068326e+02
1.074016905213851736e+00,7.376966568729805829e+00,1.339427055442373273e+02,1.231783585783795445e+02
4.377855553354629059e+00,6.588117999490991750e+00,1.327841677856444846e+02,1.084002314030997383e+02
2.729781115212058129e+00,6.098195682162170783e+00,1.221140227005211614e+02,1.357405705751355356e+02
8.831511199344738827e+00,6.083863594612871850e+00,1.190361704609985054e+02,1.349945841753843752e+02
4.888987243310396025e+00,6.055786708652893147e+00,1.386788274590137462e+02,1.328710961633896943e+02
6.886132992265150854e+00,9.504271664877874670e+00,1.287949017617550851e+02,1.341712538705776296e+02
4.203050424542571939e+00,9.171601854383339969e+00,1.275942408179871848e+02,1.255594982609093222e+02
6.434619547143607399e+00,4.496216172043155268e+00,1.084432310229835537e+02,1.254061958998792932e+02
7.949420396912882048e+00,1.069881681684340613e+00,1.333611299861834709e+02,1.080852060557091079e+02
4.908888356050864488e+00,1.717395165174850913e+00,1.106442012692006216e+02,1.249036512996352144e+02
3.948859904263727127e+00,6.239418988063222260e-01,1.250106545744864093e+02,1.316557660548170929e+02
5.722234197066305761e+00,2.106637773099238498e+00,1.155344613282573363e+02,1.150520768097218109e+02
9.180208865589630562e+00,6.733057910736395257e+00,1.071699172512610545e+02,9.760192633155480735e+01
1.935367846592601859e+00,7.914896421939187299e+00,1.389745579703792089e+02,1.248235538398483584e+02
3.608766924066652670e+00,3.837051474713986110e+00,1.399306750550661604e+02,1.024792272153959090e+02
3.062881144089244945e+00,9.488137822606606875e+00,1.356370001141998216e+02,9.917584361949869276e+01
7.262230447535080735e+00,9.210757398135902108e+00,1.074600013355830868e+02,1.019118685105865438e+02
6.343193246857012468e+00,8.090044486021245262e+00,1.257498088529453639e+02,1.097806503795927142e+02
2.162821206993362111e+00,9.135817123556128294e+00,1.250745904773306449e+02,1.084815742999934827e+02
3.218825597298152097e+00,4.470746253499438438e+00,1.286375030449638075e+02,1.107633063718690067e+02
2.950037231421801742e+00,6.228790861660884026e+00,1.392914979844403831e+02,1.359518081702597385e+02
1.081581521490499576e+00,8.261570442518753055e-01,1.243808893746353306e+02,9.976040737736579445e+01
7.221424594415633891e+00,1.415249584053994258e+00,1.169624412930015751e+02,1.261103780068514908e+02
1.396219787773224530e+00,2.870928619883522437e+00,1.381730429130494144e+02,1.256218216741494018e+02
8.960977599193556742e+00,2.000690965366124008e+00,1.053391592317362182e+02,1.272735298907783346e+02
2.917251066236553836e+00,8.453629770729085280e+00,1.380956922179678656e+02,1.352156027844102937e+02
9.502998830522745521e+00,4.484484264535471554e-01,1.054949159715078224e+02,1.152618647645739145e+02
7.760985837620941297e+00,3.959249607519117031e+00,1.132238102998176146e+02,1.186448550759960199e+02
3.996974297666143094e+00,3.637237826712079514e+00,1.217241449406800484e+02,1.052777921155481664e+02
2.297059239125943009e+00,4.423198710029880409e+00,1.207673570278286803e+02,1.250387128279188573e+02
3.508801882684478568e-01,3.993166901980313099e+00,1.213564781708626583e+02,1.001650682324523274e+02
6.339667714229408890e-01,9.375299759211086492e-01,1.295558340368494612e+02,1.375196167912416456e+02
3.559297560668549298e+00,6.728957835127697962e-01,1.024606352769430941e+02,1.270839068716662155e+02
2.992718450023992283e+00,3.138737576645521887e+00,1.047896363252226735e+02,1.207722818589205929e+02
3.438976860598414120e+00,1.000602446040022020e+00,1.139711993585920737e+02,1.063180143050147706e+02
8.380247324258975894e+00,6.517773447356625560e+00,1.118951812835737201e+02,1.378948532047690207e+02
5.216873721377653261e+00,9.493205884185279331e+00,1.238997889668259518e+02,1.200138986485092829e+02
5.720966344186360075e+00,3.403521432807541824e+00,1.099177275155061437e+02,1.022458137145192438e+02
2.225199923459221463e+00,4.982986209660330013e-01,1.332455466638651274e+02,1.075830431235445133e+02
2.244430810777824803e+00,9.468705576963593273e+00,1.202708671755494976e+02,1.178791616114985601e+02
8.477424117626584987e+00,4.586912296407008038e-01,1.271272352084411921e+02,1.325855977792237468e+02
5.565814740690610662e+00,7.637820757187204102e+00,1.028878833311960790e+02,1.336723819024042257e+02
2.063501234154994979e+00,1.037329415427863610e+00,1.280815277205370535e+02,1.277166072223788404e+02
5.783783298530534189e+00,6.608673886211344772e+00,1.334961982127576050e+02,1.260121445550743715e+02
6.879576494442085632e-01,2.019785722546491691e+00,1.337102996821452905e+02,1.337124857530808981e+02
1.337407100788796654e+00,4.411270674602284281e+00,1.201910728467512968e+02,1.320949809570079196e+02
5.463520908905971751e+00,3.497300090617358137e+00,1.163370198358533116e+02,1.077065364088719974e+02
6.673006394222986692e-01,4.557555256525033016e+00,1.225043789770087983e+02,1.018660879855885355e+02
3.759981549823515845e+00,1.731790643417789655e+00,1.210906947623561507e+02,1.003942411754840549e+02
7.935261761515487677e+00,8.341347677280108286e+00,1.283171354404362319e+02,1.374712737576752488e+02
9.547672693284873446e+00,8.711744351542687781e+00,1.320773498745415679e+02,1.379391990178374385e+02
8.704659572231259190e+00,9.663848293704420556e+00,1.155644039394038316e+02,1.221920617964479874e+02
9.137400782140082001e+00,4.365215656377454678e+00,1.001074078246093677e+02,1.114538363023508936e+02
8.881924647874934742e-01,1.416829335387812971e+00,1.343036608686112743e+02,1.357086334275298611e+02
7.261659354642791442e+00,1.995613621700319751e+00,1.130506468783705998e+02,1.354339372989775256e+02
9.659874822995712762e+00,6.043097190666371965e+00,1.240082969178855024e+02,1.220739037845416277e+02
1.745852624155633803e+00,7.068402942004906819e+00,1.367404463409507400e+02,1.160556739237660935e+02
5.977282481305029371e+00,3.706622533352265769e+00,1.237540339110942966e+02,1.385680196569902591e+02
2.822928566331321942e+00,8.138974508684267306e+00,1.375501552647654080e+02,1.102407910290808530e+02
6.771088102078639537e+00,8.302434480261412730e+00,1.270109493602348181e+02,1.066667081469005041e+02
5.494845402939890100e+00,6.756513939718915562e-01,1.228337996631177589e+02,1.343226974931305051e+02
1.064118149193005403e+00,5.103679742355932802e+00,1.327589209991928385e+02,1.253678941246026426e+02
3.690115275554934904e+00,3.188590131567071495e+00,1.032129332716407362e+02,1.003869104604044225e+02
5.155114808605295806e+00,9.055851111065555514e+00,1.058857490599017837e+02,1.028994064743773862e+02
4.784153540853087527e+00,8.389342635536644721e+00,1.084646978965210167e+02,1.274041332555331110e+02
8.968383965673139002e+00,4.711163328019597252e+00,1.131716615505537931e+02,9.746328245086620257e+01
7.976375643799431536e+00,4.716667246080088916e+00,1.194712248005258743e+02,1.152973276665232589e+02
9.564848264913206055e-01,7.925706133893942074e+00,1.067022168150993764e+02,1.310364924325901939e+02
5.013404143967895799e+00,4.851346221309970619e-01,1.308297399896685818e+02,1.312690115419688368e+02
8.936379200586674898e+00,9.054128735294948882e+00,1.300526624635714086e+02,1.132664250967109751e+02
4.860629203334360104e-01,8.421635055195793029e+00,1.107924473703274657e+02,1.276891911370960031e+02
2.196546118346780929e+00,2.607889739631894965e+00,1.151597290195760479e+02,1.273174512779832810e+02
4.276328578302130978e+00,2.027607058082723235e+00,1.257409231219162820e+02,1.392035692426657079e+02
8.716575734615604532e+00,2.139707284235984108e+00,1.288653504948480872e+02,1.292597985103951146e+02
3.307441395957396502e+00,7.164299032553607560e+00,1.319982716796902196e+02,1.204280593407552260e+02
2.831502668725689009e+00,2.852412909562578314e+00,1.120261663832220762e+02,1.001940541995595169e+02
3.858171158342908580e+00,1.588377758356055214e+00,1.248591746076723012e+02,1.172688292906405536e+02
9.182991774925900685e+00,6.824080750793778627e+00,1.253296633233814532e+02,1.061343236593821047e+02
8.281756683857793178e+00,9.619270808714988519e+00,1.256150991304454720e+02,9.814474797499424596e+01
8.544726979855886029e+00,6.879932871284236029e+00,1.377459454727309094e+02,1.356460057417673397e+02
9.500067630114134687e+00,3.624397455959632364e+00,1.283712648549352764e+02,1.381491904360761964e+02
3.133603018744806068e+00,7.383783223149024799e+00,1.215209092481188407e+02,1.384058466188672298e+02
1.596187768359595083e+00,6.475104122027353526e+00,1.379004227562577682e+02,1.094891350153277045e+02
1.047600311936863982e+00,6.664518510121169470e+00,1.147442729262691472e+02,1.117668913425110588e+02
5.769186243103027856e+00,6.788314337362355566e+00,1.085863449995948145e+02,1.326866336533871902e+02
6.419063138754198761e+00,9.088324931166548382e+00,1.384264903143781282e+02,1.194394625558027201e+02
4.762628137437107334e+00,1.616787306425542914e+00,1.391802694023682818e+02,1.065679127989872370e+02
6.878034043452545099e+00,3.838878738869612839e+00,1.333830569665236112e+02,1.271403647007151108e+02
6.155696145120906237e+00,7.043894961950873501e+00,1.149129078378444859e+02,1.048733785536332022e+02
5.334394097589429951e-01,6.073444127137771709e+00,1.005480814568863792e+02,9.977715200971964293e+01
4.372426133317372177e+00,2.312331046507414722e+00,1.064391257745859605e+02,1.291708396117518589e+02
4.913560740774801872e+00,7.826036078102379889e+00,1.042335423066564317e+02,1.316713164909709519e+02
3.446159305511846682e+00,9.236224900813832406e+00,1.008638116877932873e+02,1.202373452382023231e+02
8.028893650240203073e+00,3.345179352900196079e+00,1.397379790387957428e+02,1.237512508075932232e+02
4.575836973691115972e+00,4.702729732789505235e+00,1.113600813202805995e+02,1.035927730218425182e+02
8.773795516010878259e+00,5.195381492305148896e+00,1.113990641590071107e+02,1.344413329186623969e+02
8.674466028880800650e-01,1.415152580693043394e+00,1.143008957713640967e+02,1.362029306701943767e+02
4.525461122277540049e+00,1.158528649948112443e+00,1.248590527353705681e+02,1.069329719543752475e+02
5.469061361644561359e+00,6.945937894827835635e+00,1.136318933487354172e+02,1.062090847383203567e+02
7.692809646810547797e+00,1.232237039902611464e+00,1.058601646815213684e+02,1.330863502185731306e+02
9.154714407435745827e+00,6.526295197038903595e+00,1.077623230053304439e+02,1.226011613188643992e+02
6.637983831328375217e+00,4.800271905877501410e+00,1.036070684554381387e+02,1.203061585036908809e+02
4.433988972700563913e+00,5.822501230691272234e+00,1.061960167948228957e+02,9.638811392631914998e+01
4.605907951247313337e-01,5.741497224164158197e+00,1.245486738614198146e+02,1.338405832506071533e+02
3.775694004116435742e+00,4.333845942583772981e+00,1.316919229171015218e+02,9.955039142301930610e+01
8.634134573691893522e+00,9.212277547133012945e+00,1.088368245875018658e+02,1.070973191522120089e+02
7.511640481187393803e+00,1.552368532241515053e+00,1.311064627607593707e+02,1.039644714596440735e+02
4.048128861810958767e+00,2.631243940625994093e-01,1.129085129605387436e+02,1.195881719340493703e+02
8.396398594808617277e-01,3.776248909170342394e+00,1.332490799859382378e+02,1.304866552881479436e+02
3.165910782479558705e+00,6.289157012598845853e+00,1.204508578914989982e+02,9.830753659611704620e+01
5.726019666659239782e+00,2.133081681643515637e+00,1.217730150622278700e+02,9.793429381796407540e+01
7.799482572473294795e+00,9.248257355972816285e+00,1.139036727333886603e+02,1.086845890239706875e+02
3.334221354195501696e+00,7.243244041746589978e+00,1.147337159867659722e+02,9.888909362696607275e+01
3.490447926902504161e+00,7.904369433164767145e+00,1.394298634421995189e+02,1.211870323265347906e+02
6.786444594397593733e+00,7.322518697075417471e+00,1.212963831660028546e+02,1.399096610337066693e+02
2.538622872255009710e+00,3.635119337471691026e+00,1.033759257881311271e+02,1.126949667262539521e+02
5.500700647536649335e+00,5.707039305737080070e+00,1.199403833915335440e+02,1.321198004041981449e+02
6.458795666676482305e+00,2.010398233460118700e+00,1.034199669911594555e+02,1.347020866725061126e+02
6.307700641880187753e+00,3.005191099068773131e+00,1.335483213344298292e+02,1.085687775004906825e+02
5.306562592608779383e+00,8.633404943550882393e+00,1.375231151344870568e+02,1.323803526566903201e+02
4.692553169278399494e+00,4.481404897908061735e-01,1.323208569306903257e+02,1.110707732260851799e+02
1.023235400270639639e+00,4.431731122608047357e+00,1.386009534870773905e+02,1.010069056321962364e+02
5.546432366837313666e+00,9.563027330001022008e+00,1.300433115863698674e+02,9.674470719208228786e+01
4.721662168589715769e+00,9.555771304201570615e+00,1.215949544332246717e+02,1.302449985569932949e+02
3.767369485072586066e+00,3.767156675367401952e+00,1.112888562359007665e+02,9.615370920300006219e+01
4.864310925298339860e+00,7.416542571932156491e-01,1.110058730065456984e+02,1.281665322595977159e+02
7.467439225235200873e+00,8.839769321390075874e+00,1.391428329070540144e+02,1.178063074814161126e+02
7.229789771054828229e+00,6.491604783755702712e+00,1.347452356525106154e+02,9.865291478631684186e+01
7.106663471518764652e+00,8.413421694002094497e+00,1.068836056445529721e+02,1.165072901866004571e+02
3.785141933253143964e+00,9.640799260493960077e+00,1.348378765940547908e+02,1.234496322388847886e+02
5.572256752893697040e+00,8.559244178126306224e+00,1.158602749995318391e+02,1.317738824922754759e+02
7.002961406754952378e+00,8.814122689896398910e+00,1.020870772298029578e+02,9.966480829343187509e+01
8.185157985284215343e+00,1.637194214610806942e+00,1.186526061387032200e+02,1.187417014168942018e+02
4.746689980802477393e+00,2.130251466927341131e+00,1.364746381927454308e+02,1.173327843537899469e+02
5.474008574515973891e+00,2.991597140664414400e+00,1.361858426606877970e+02,1.305577812498553953e+02
8.014922266186413680e+00,2.712795781210433965e+00,1.336590049059298906e+02,1.034418739075112228e+02
2.098992407423556195e+00,7.372926962605842682e+00,1.253808911575553537e+02,1.396940028639600371e+02
2.519000045996313553e+00,1.416423554786836236e+00,1.068498417908458435e+02,1.234180935976102091e+02
9.096931856780026138e+00,6.881847379510722007e+00,1.336189680391843524e+02,1.303113428577558750e+02
1.592298323464824028e+00,6.123642776248252595e-01,1.005228602736531940e+02,1.043706009390483018e+02
8.366364212087233909e-01,8.157446349056447943e+00,1.267219149636047888e+02,1.366924763172956148e+02
2.191069697814495232e+00,2.880374497846457160e+00,1.224563625516024388e+02,1.250871794910822388e+02
5.914080136098685436e+00,2.528279761886851773e+00,1.389384320317582535e+02,1.222169442294622854e+02
4.076697224433933009e+00,5.874676708634434696e+00,1.217638935153930504e+02,1.321460604494327526e+02
2.223755597446452903e+00,4.926057593138303048e+00,1.120341086876837835e+02,1.153842500773825890e+02
3.112702446451068639e+00,8.795429711260654315e+00,1.314647666007986686e+02,1.130091817263409837e+02
2.651013584063606765e-01,9.111709291110170028e+00,1.050772006113338364e+02,1.230913332032820620e+02
2.878654379544010045e+00,9.265843347456318213e+00,1.383878407839319209e+02,1.137529076410714595e+02
3.574839280102532157e+00,7.608000137566061305e+00,1.149702023928725083e+02,1.339582895772286122e+02
5.812665735926887400e+00,5.303011889422264424e+00,1.202317068766667774e+02,1.111601977185403030e+02
9.440495384481529584e+00,7.758764661078794589e+00,1.323034536968781936e+02,1.356833269988504469e+02
8.901901837887269409e+00,8.350457924484302907e+00,1.242269063338906392e+02,1.176904368171743585e+02
9.823678740293573242e-01,7.259414431583591565e+00,1.370208410189920301e+02,1.370362813213604340e+02
3.522912747492629393e+00,5.094694185777184359e+00,1.341411872018172744e+02,1.094275519840616084e+02
2.881976695737050509e+00,4.751314984895759208e-01,1.261290211883220138e+02,1.074240947656919900e+02
8.907227117557253493e+00,7.271961253098306877e+00,1.112834230438278240e+02,1.302234374101734886e+02
5.479937240361095974e+00,2.232381855163199535e+00,1.390157047681509255e+02,1.281736713242543715e+02
9.279192966814692412e+00,7.890514640202791696e+00,1.290160445344645268e+02,1.171976793554543548e+02
4.270202228669829125e+00,5.566699282692978201e+00,1.222034159144377412e+02,1.255971055578422835e+02
5.809461118947317537e+00,4.405322079907638688e+00,1.185160365145769816e+02,1.117230101401922155e+02
1.497563491233712130e+00,3.009060350026358410e+00,1.016758487762284204e+02,1.054794294898442502e+02
8.473790974163941669e+00,6.231306026718301361e+00,1.389917200273510787e+02,1.298126804729678838e+02
9.386174917740822465e+00,4.996817288010695357e+00,1.325212667905022670e+02,1.249091572838612336e+02
3.227669781394582493e+00,4.279318273365123382e+00,1.321757269487295048e+02,1.104685924692839762e+02
7.556056667999095922e+00,2.842432966998305055e+00,1.319660438115797660e+02,1.001077544619820969e+02
2.288127162580852136e+00,6.416868852003933199e+00,1.172872984981353284e+02,1.162852356082015177e+02
